id;kolejnosc;symbol;nazwa;opis;dataKoncaObowiazywania;dataPoczatkuObowiazywania;elementNadrzednyId;elementNadrzednyUuid;uuid;iloscKresekCn;jednostkiMiara;kluczCn;opisNieobejmuje;opisObejmuje;opisObejmujeNieobejmuje;opisObejmujeTakze;przeszleZdarzenia;uwagi;wygenerowany;zmianyOdPoprzedniejWersji;znakZmianCn;numerPoziomu
26932;756;36;POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;;;;0;603CE25E-DB03-4276-8233-F607CD99D6D6;FA3C7081-7C63-4DB0-97D7-E6EAA0C56436;; ;;;;;;;;;;;2
26933;757;36.0;POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;;;;0;FA3C7081-7C63-4DB0-97D7-E6EAA0C56436;B3C7FC40-54AB-4CCA-94C0-104FDF9809BB;; ;;;;;;;;;;;3
26934;758;36.00;POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;;;;0;B3C7FC40-54AB-4CCA-94C0-104FDF9809BB;843FA55C-5BD4-4559-BB16-71008F25A3D7;; ;;;;;;;;;;;4
26935;759;36.00.Z;POBÓR, UZDATNIANIE I DOSTARCZANIE WODY;;;;0;843FA55C-5BD4-4559-BB16-71008F25A3D7;3865D562-0AB6-44BE-AA84-1B7531830A18;; ;;;;"<body><h2>36.00.Z</h2><p>Podklasa ta obejmuje pobór, uzdatnianie i dystrybucję wody dla potrzeb domowych i przemysłowych; pobór wody z różnych źródeł, jak również dystrybucję różnymi środkami. Obejmuje również obsługę systemów irygacyjnych, z wyłączeniem wykorzystania ich do celów rolniczych.</p><p>&nbsp;Podklasa ta obejmuje: </p><ul><li>pobór wód z rzek, jezior, studni itp., </li><li>gromadzenie wód deszczowych, </li><li>oczyszczanie wody w celu jej dostawy, </li><li>uzdatnianie wody dla celów przemysłowych i innych, </li><li>odsalanie wody morskiej lub wody gruntowej w celu produkcji wody, gdy traktowane jest jako działalność podstawowa, </li><li>dystrybucję wody za pośrednictwem sieci wodociągowych, cysternami lub innymi środkami transportu, </li><li>obsługę systemów irygacyjnych. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>wykorzystania systemów irygacyjnych do celów rolniczych, sklasyfikowanego w 01.61.Z, </li><li>oczyszczania ścieków w celu likwidacji zanieczyszczeń, sklasyfikowanego w 37.00.Z, </li><li>transportu wody rurociągami przesyłowymi, sklasyfikowanego w 49.50.B. </li></ul></body>";;;;;;;5
26936;760;37;ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;;;;0;603CE25E-DB03-4276-8233-F607CD99D6D6;A3EB2C98-721C-4BC2-A92E-C368FA9ABB46;; ;;;;;;;;;;;2
26937;761;37.0;ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;;;;0;A3EB2C98-721C-4BC2-A92E-C368FA9ABB46;F498EC7F-9B5E-476E-88DC-34A4AB385072;; ;;;;;;;;;;;3
26938;762;37.00;ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;;;;0;F498EC7F-9B5E-476E-88DC-34A4AB385072;D965591B-4FE6-4F3D-97B7-B5D8B1C65897;; ;;;;;;;;;;;4
26939;763;37.00.Z;ODPROWADZANIE I OCZYSZCZANIE ŚCIEKÓW;;;;0;D965591B-4FE6-4F3D-97B7-B5D8B1C65897;18F0B3F3-4CBF-46AC-9B67-29AD5C1C115E;; ;;;;"<body><h2>37.00.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>obsługę sieci kanalizacyjnych i systemów oczyszczania ścieków,</li><li>gromadzenie i transport ścieków przemysłowych lub pochodzących z gospodarstw domowych od jednego lub wielu użytkowników oraz wody deszczowej za pomocą sieci kanalizacyjnej, kolektorów, zbiorników oraz pozostałych środków transportu (wagonów-cystern itp.), </li><li>opróżnianie i czyszczenie zbiorników gnilnych, dołów ściekowych (kloacznych); utrzymanie toalet chemicznych, </li><li>oczyszczanie ścieków (włączając ścieki przemysłowe, pochodzące z gospodarstw domowych lub basenów kąpielowych itp.) w procesach fizycznych, chemicznych i biologicznych takich jak: odsiewanie, filtrowanie, oczyszczanie mechaniczne na kratach i sitach, sedymentację itp., </li><li>utrzymanie, czyszczenie systemów kanalizacyjnych i drenażowych, włączając przetykanie rur. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>odkażania wód powierzchniowych i wód gruntowych w miejscu ich skażenia, sklasyfikowanego w 39.00.Z, </li><li>czyszczenia i udrażniania instalacji wodno-kanalizacyjnych w budynkach, sklasyfikowanych w 43.22.Z. </li></ul></body>";;;;;;;5
26940;764;38;"DZIAŁALNOŚĆ ZWIĄZANA ZE ZBIERANIEM, PRZETWARZANIEM I UNIESZKODLIWIANIEM ODPADÓW; ODZYSK SUROWCÓW";;;;0;603CE25E-DB03-4276-8233-F607CD99D6D6;93D91278-EC93-42C3-8239-C7B706C27935;; ;;;;;;;;;;;2
26941;765;38.1;Zbieranie odpadów;;;;0;93D91278-EC93-42C3-8239-C7B706C27935;85997397-7EE0-4B98-8CCC-2A05BEB72B2A;; ;;;;;;;;;;;3
26942;766;38.11;Zbieranie odpadów innych niż niebezpieczne;;;;0;85997397-7EE0-4B98-8CCC-2A05BEB72B2A;E08750A1-B364-432D-B59E-9CA8500B4FE3;; ;;;;;;;;;;;4
26943;767;38.11.Z;Zbieranie odpadów innych niż niebezpieczne;;;;0;E08750A1-B364-432D-B59E-9CA8500B4FE3;54DBB5BC-C263-48ED-ABA4-E1ED6A9D6A42;; ;;;;"<body><h2>38.11.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>zbieranie stałych odpadów (śmieci), takich jak: odpady pochodzące z gospodarstw domowych lub odpady przemysłowe z pojemników na odpady, kontenerów itp., które mogą zawierać różne materiały nadające się do odzysku, </li><li>zbieranie surowców wtórnych, </li><li>zbieranie odpadów z koszy na śmieci w miejscach publicznych, </li><li>zbieranie odpadów pochodzących z budowy lub rozbiórki, </li><li>zbieranie i usuwanie resztek typu zarośla, krzewy, gruz, tłuczeń,</li><li>&nbsp;zbieranie odpadów z produkcji zakładów tekstylnych. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>zbierania odpadów niebezpiecznych, sklasyfikowanego w 38.12.Z,</li><li>&nbsp;działalności składowisk w zakresie usuwania odpadów innych niż niebezpieczne, sklasyfikowanej w 38.21.Z, </li><li>sortowania i oddzielania, w różne kategorie różnorodnych surowców, takich jak: papier, tworzywa sztuczne itp., nadających się do ponownego przetworzenia czy odzysku, sklasyfikowanych w 38.32.Z. </li></ul><p>Uwaga: </p><p><em>Podklasa ta obejmuje także transport jeżeli jest on integralną częścią zbierania odpadów. </em></p></body>";;;;;;;5
26944;768;38.12;Zbieranie odpadów niebezpiecznych;;;;0;85997397-7EE0-4B98-8CCC-2A05BEB72B2A;4A0868FF-CB13-43C9-9003-FAB6A5D14186;; ;;;;;;;;;;;4
26945;769;38.12.Z;Zbieranie odpadów niebezpiecznych;;;;0;4A0868FF-CB13-43C9-9003-FAB6A5D14186;EAA12AC0-C572-4D57-8BEF-8D189FD6E74A;; ;;;;<body><h2>38.12.Z</h2><p>Podklasa ta obejmuje zbieranie stałych i niestałych odpadów niebezpiecznych, tj. substancji wybuchowych, utleniających się, łatwopalnych, toksycznych, drażniących, szkodliwych, rakotwórczych, żrących, zakaźnych oraz innych substancji i środków szkodliwych dla zdrowia ludzkiego i środowiska. </p><p>Działalność ta może obejmować również identyfikację, przetwarzanie, pakowanie i oznakowanie odpadów dla celów transportowych. </p><p>Podklasa ta obejmuje: </p><ul><li>zbieranie odpadów niebezpiecznych, takich jak: <ul><li>zużyte oleje ze statków i warsztatów naprawczych, </li><li>odpady niebezpieczne dla środowiska, </li><li>odpady radioaktywne, </li><li>stare baterie itp., </li></ul></li><li>działalność składowisk odpadów niebezpiecznych. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>odkażania i sprzątania skażonych budynków, miejsc po eksploatacji górniczej, gleby, wód gruntowych, np. usuwania azbestu, sklasyfikowanych w 39.00.Z. </li></ul><p>Uwaga: </p><p><em>Podklasa ta obejmuje także transport jeżeli jest on integralną częścią zbierania odpadów. </em></p></body>;;;;;;;5
26946;770;38.2;Przetwarzanie i unieszkodliwianie odpadów;;;;0;93D91278-EC93-42C3-8239-C7B706C27935;F075196E-5C06-405A-89BC-DA9ECB62A98A;; ;;;;;;;;;;;3
26947;771;38.21;Obróbka i usuwanie odpadów innych niż niebezpieczne;;;;0;F075196E-5C06-405A-89BC-DA9ECB62A98A;C5459AEE-4D6F-48BF-85F3-534EF5B33984;; ;;;;;;;;;;;4
26948;772;38.21.Z;Obróbka i usuwanie odpadów innych niż niebezpieczne;;;;0;C5459AEE-4D6F-48BF-85F3-534EF5B33984;52966E0E-9C4B-475F-A854-C155687CACD9;; ;;;;"<body><h2>38.21.Z</h2><p>Podklasa ta obejmuje obróbkę i usuwanie odpadów innych niż niebezpieczne stałych lub nie: </p><ul><li>działalność składowisk odpadów innych niż niebezpieczne, </li><li>usuwanie odpadów innych niż niebezpieczne poprzez spalanie lub inne metody, któremu może towarzyszyć produkcja prądu, pary, kompostu, paliw zastępczych, biogazu, popiołu lub innych produktów ubocznych do dalszego zastosowania itp., </li><li>obróbkę odpadów organicznych w celu ich usunięcia. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>spalania odpadów niebezpiecznych, sklasyfikowanego w 38.22.Z,</li><li>&nbsp;sortowania i oddzielania, w różne kategorie różnorodnych surowców takich jak: papier, tworzywa sztuczne itp., nadających się do ponownego przetworzenia czy odzysku, sklasyfikowanych w 38.32.Z, </li><li>odkażania, oczyszczania gleb i wód gruntowych, zmniejszania toksyczności surowców, sklasyfikowanych w 39.00.Z. </li></ul></body>";;;;;;;5
26949;773;38.22;Przetwarzanie i unieszkodliwianie odpadów niebezpiecznych;;;;0;F075196E-5C06-405A-89BC-DA9ECB62A98A;0EB32B54-7B59-4CC7-89FF-FF2E27D6014B;; ;;;;;;;;;;;4
26950;774;38.22.Z;Przetwarzanie i unieszkodliwianie odpadów niebezpiecznych;;;;0;0EB32B54-7B59-4CC7-89FF-FF2E27D6014B;108F9B43-CB30-42E9-864B-3EE96FCB3954;; ;;;;"<body><h2>38.22.Z</h2><p>Podklasa ta obejmuje przetwarzanie i unieszkodliwianie odpadów niebezpiecznych, włączając substancje wybuchowe, utleniające się, łatwopalne, toksyczne, drażniące, szkodliwe, rakotwórcze, żrące, zakaźne oraz pozostałe substancje i środki szkodliwe dla zdrowia ludzkiego i środowiska, w celu dalszego ich zagospodarowania.</p><p>&nbsp;Podklasa ta obejmuje: </p><ul><li>działalność urządzeń do unieszkodliwiania odpadów niebezpiecznych,</li><li>działalność związaną z unieszkodliwianiem zarażonych żywych zwierząt lub zwierząt martwych i pozostałych skażonych odpadów </li><li>spalanie odpadów niebezpiecznych, </li><li>unieszkodliwianie zużytych sprzętów, np. lodówek, w celu eliminacji substancji i materiałów szkodliwych, </li><li>przetwarzanie, unieszkodliwianie i składowanie radioaktywnych odpadów jądrowych włączając: <ul><li>przetwarzanie i unieszkodliwianie odpadów o słabej radioaktywności pochodzących ze szpitali itp., których radioaktywność zmniejsza się w czasie transportu,</li><li>hermetyzację, przygotowanie oraz inną obróbkę odpadów radioaktywnych w celu ich składowania. </li></ul></li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>spalania odpadów innych niż niebezpieczne, sklasyfikowanego w 38.21.Z, </li><li>odkażania, oczyszczania gleby, wód gruntowych, zmniejszania toksyczności surowców, sklasyfikowanych w 39.00.Z. </li></ul></body>";;;;;;;5
26951;775;38.3;Odzysk surowców;;;;0;93D91278-EC93-42C3-8239-C7B706C27935;94780AC5-A396-4BF1-9670-676AB6ED0BDE;; ;;;;;;;;;;;3
26952;776;38.31;Demontaż wyrobów zużytych;;;;0;94780AC5-A396-4BF1-9670-676AB6ED0BDE;8ECA0AF0-CABD-4C9E-85DB-ED204F4CA312;; ;;;;;;;;;;;4
26953;777;38.31.Z;Demontaż wyrobów zużytych;;;;0;8ECA0AF0-CABD-4C9E-85DB-ED204F4CA312;3CCC4A4B-30A9-4415-9109-EFB72215FD7A;; ;;;;"<body><h2>38.31.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>demontaż wszelkiego rodzaju wyrobów i urządzeń wycofanych z eksploatacji (samochodów, statków, komputerów, telewizorów i pozostałych wyrobów) w celu odzyskania surowców. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>unieszkodliwiania zużytych sprzętów, np. lodówek, w celu eliminacji substancji i materiałów szkodliwych, sklasyfikowanego w 38.22.Z,</li><li>&nbsp;odsprzedaży części nadających się do użytku, wymontowywanych z wycofanych z eksploatacji samochodów, statków, komputerów, telewizorów i innych wyrobów, sklasyfikowanego w odpowiednich podklasach Sekcji G. </li></ul></body>";;;;;;;5
26954;778;38.32;Odzysk surowców z materiałów segregowanych;;;;0;94780AC5-A396-4BF1-9670-676AB6ED0BDE;FEFE0FB8-12E4-404B-A051-FD7F7E18CF22;; ;;;;;;;;;;;4
26955;779;38.32.Z;Odzysk surowców z materiałów segregowanych;;;;0;FEFE0FB8-12E4-404B-A051-FD7F7E18CF22;3F86D2F2-7515-4A6E-A381-A7138B6A0C22;; ;;;;"<body><h2>38.32.Z</h2><p>Podklasa ta obejmuje </p><ul><li>przetwarzanie metalowych i niemetalowych odpadów na surowce wtórne poprzez proces przetworzenia mechanicznego lub chemicznego,</li><li>oddzielanie i sortowanie surowców nadających się do ponownego przetworzenia pochodzących z odpadów innych niż niebezpieczne (tj. śmieci) lub oddzielanie i sortowanie, w różne kategorie różnorodnych surowców takich jak: papier, tworzywa sztuczne, puszki po napojach, metal, nadających się do przetworzenia czy odzysku. </li></ul><p>Proces przetworzenia mechanicznego lub chemicznego odpadów przykładowo obejmuje: </p><ul><li>mechaniczne zgniatanie metalowych przedmiotów, takich jak: stare samochody, rowery, niesprawne pralki itp., </li><li>mechaniczne zmniejszanie dużych elementów stalowych, takich jak wagony kolejowe, </li><li>rozdrabianie odpadów metalowych, złomowanych samochodów itp.,</li><li>&nbsp;cięcie, prasowanie odpadów w celu zmniejszenia objętości,</li><li>&nbsp;odzyskiwanie metali z odpadów fotograficznych, np. z utrwalaczy, kliszy i papieru fotograficznego, </li><li>odzyskiwanie gumy, np. ze zużytych opon, w celu wytworzenia surowców wtórnych, </li><li>sortowanie i granulowanie tworzyw sztucznych w celu uzyskania surowców wtórnych do produkcji rur, doniczek do kwiatów, palet itp., </li><li>przetwarzanie (poprzez oczyszczanie, stapianie, rozdrabnianie) na granulat odpadów z tworzyw sztucznych i gumy, </li><li>zgniatanie, czyszczenie i sortowanie szkła, </li><li>zgniatanie, czyszczenie i sortowanie pozostałych odpadów, takich jak odpady z rozbiórki w celu uzyskania surowców wtórnych, </li><li>przetwarzanie na surowce wtórne zużytych olejów i tłuszczy spożywczych,</li><li>&nbsp;przetwarzanie na surowce wtórne pozostałych odpadów pochodzących z żywności, napojów, wyrobów tytoniowych i innych pozostałości. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>przetapiania odpadów i złomu żelaznego, sklasyfikowanego w 24.10.Z,</li><li>&nbsp;odzyskiwania surowców w procesie spalania odpadów, sklasyfikowanego w odpowiednich podklasach grupy 38.2, </li><li>przetwarzania i unieszkodliwiania odpadów innych niż niebezpieczne, sklasyfikowanego w 38.21.Z, </li><li>przetwarzania odpadów organicznych, włączając produkcję kompostu, sklasyfikowanego w 38.21.Z, </li><li>odzysku wytworzonej energii w procesie spalania odpadów innych niż niebezpieczne, sklasyfikowanego w 38.21.Z, </li><li>przetwarzania i unieszkodliwiania odpadów o słabej radioaktywności pochodzących ze szpitali itp., sklasyfikowanego w 38.22.Z,</li><li>&nbsp;przetwarzania i unieszkodliwiania odpadów toksycznych, skażonych, sklasyfikowanego w 38.22.Z, </li><li>sprzedaży hurtowej surowców nadających się do ponownego przetworzenia, sklasyfikowanej w 46.77.Z, </li><li>produkcji nowego produktu finalnego powstałego z surowców wtórnych (pochodzących lub nie z produkcji własnej), np.: przędzy z szarpanki rozwłóknionej, produkcji pulpy papierowej z makulatury, bieżnikowania opon czy produkcji metalu ze złomu, sklasyfikowanej w odpowiednich podklasach Sekcji <em>C Przetwórstwo przemysłowe. </em></li></ul></body>";;;;;;;5
26956;780;39;DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ I POZOSTAŁA DZIAŁALNOŚĆ USŁUGOWA ZWIĄZANA Z GOSPODARKĄ ODPADAMI;<BR>;;;0;603CE25E-DB03-4276-8233-F607CD99D6D6;3ACA77D5-FC1B-4568-9A40-1C0A020BDAEF;; ;;<BR>;<BR>;<BR>;<BR>;;;false;<BR>;;2
26957;781;39.0;DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ I POZOSTAŁA DZIAŁALNOŚĆ USŁUGOWA ZWIĄZANA Z GOSPODARKĄ ODPADAMI;<BR>;;;0;3ACA77D5-FC1B-4568-9A40-1C0A020BDAEF;FC2B107B-BB52-437E-8FFC-381512CE7237;; ;;<BR>;<BR>;<BR>;<BR>;;;false;<BR>;;3
26958;782;39.00;DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ I POZOSTAŁA DZIAŁALNOŚĆ USŁUGOWA ZWIĄZANA Z GOSPODARKĄ ODPADAMI;<BR>;;;0;FC2B107B-BB52-437E-8FFC-381512CE7237;1E925082-B71E-4DCB-99C4-A01B9E686382;; ;;<BR>;<BR>;<BR>;<BR>;;;false;<BR>;;4
26959;783;39.00.Z;DZIAŁALNOŚĆ ZWIĄZANA Z REKULTYWACJĄ I POZOSTAŁA DZIAŁALNOŚĆ USŁUGOWA ZWIĄZANA Z GOSPODARKĄ ODPADAMI;<BR>;;;0;1E925082-B71E-4DCB-99C4-A01B9E686382;A1324707-C8AA-478D-9229-A4076078944B;; ;;<BR>;<BR>;"<H2>39.00.Z</H2>
<P>Podklasa ta obejmuje: </P>
<UL>
<LI>odkażanie gleby i wód gruntowych w miejscu zanieczyszczenia lub poza nim, przy zastosowaniu metod mechanicznych, chemicznych lub biologicznych, </LI>
<LI>odkażanie zakładów i terenów przemysłowych, włączając zakłady i tereny elektrowni jądrowych, </LI>
<LI>odkażanie i czyszczenie wód powierzchniowych z zanieczyszczeń powstałych w wyniku gromadzenia się substancji szkodliwych lub przez zastosowanie środków chemicznych, </LI>
<LI>usuwanie wycieku oleju lub pozostałych zanieczyszczeń na lądzie i na wodzie, </LI>
<LI>usuwanie azbestu, farb ołowiowych i pozostałych surowców toksycznych,</LI>
<LI>&nbsp;pozostałe specjalistyczne działalności związane z kontrolą zanieczyszczeń. </LI></UL>
<P>Podklasa ta nie obejmuje: </P>
<UL>
<LI>oczyszczania wody w celu jej dostawy, sklasyfikowanego w 36.00.Z,</LI>
<LI>&nbsp;przetwarzania i unieszkodliwiania odpadów innych niż niebezpieczne, sklasyfikowanych w 38.21.Z, </LI>
<LI>przetwarzania i unieszkodliwiania odpadów niebezpiecznych, sklasyfikowanych w 38.22.Z, </LI>
<LI>zamiatania i polewania ulic itp., sklasyfikowanych w 81.29.Z. </LI></UL>";<BR>;;;false;<BR>;;5
26960;784;F;BUDOWNICTWO;;;;0;;C6E09C62-056E-4CFD-AFFF-165DB0F2F432;; ;;;;<body><h2>SEKCJA F</h2><p>Sekcja ta obejmuje roboty ogólnobudowlane i specjalistyczne w zakresie budownictwa i prac inżynierii lądowej i wodnej, które polegają na budowie (tzn. wznoszeniu obiektu budowlanego w określonym miejscu, odbudowie, rozbudowie i nadbudowie obiektu budowlanego) oraz obejmują prace polegające na przebudowie, remoncie, rozbiórce lub montażu obiektu budowlanego, włączając montaż budowli z elementów prefabrykowanych oraz konstrukcji o charakterze stałym lub tymczasowym. </p><p>Roboty ogólnobudowlane obejmują budowę: </p><ul><li>kompletnych budynków mieszkalnych, budynków biurowych, sklepów oraz pozostałych budynków użyteczności publicznej, budynków w gospodarstwach rolnych itp., </li><li>obiektów inżynierii lądowej i wodnej, takich jak: autostrady, ulice, mosty, tunele, drogi szynowe, płyty lotnisk, porty i inne inwestycji wodne, systemy irygacyjne, systemy kanalizacyjne, infrastruktura przemysłowa, rurociągi i linie elektryczne, obiekty sportowe itp. </li></ul><p>Roboty budowlane mogą być prowadzone na rachunek własny lub na podstawie umowy. Część robót, a czasami nawet cała praca może być zlecana podwykonawcom. Jednostka, która ponosi całkowitą odpowiedzialność za realizację projektu budowlanego oraz podwykonawcy wykonujący roboty budowlane sklasyfikowani są w niniejszej Sekcji. </p><p>Sekcja ta obejmuje także remonty budynków i obiektów inżynierii lądowej i wodnej. </p><p>Sekcja ta obejmuje budowę: </p><ul><li>kompletnych budynków (odpowiednie podklasy działu 41), </li><li>kompletnych obiektów inżynierii lądowej i wodnej (odpowiednie podklasy działu 42). </li></ul><p>Sekcja ta obejmuje również specjalistyczne roboty budowlane, pod warunkiem, że stanowią część realizacji budowy (odpowiednie podklasy działu 43). </p><p>Wynajem sprzętu budowlanego z operatorem jest sklasyfikowany w tej Sekcji, jeśli roboty budowlane wykonywane są przy jego użyciu. </p><p>W niniejszej Sekcji mieści się także realizacja projektów budowlanych na własny rachunek obejmujących przedsięwzięcia finansowe, techniczne i rzeczowe w celu budowy budynków lub obiektów inżynierii lądowej i wodnej przeznaczonej do sprzedaży. </p><p>Natomiast jednostka, która realizuje projekty budowlane na własny rachunek, nie w celu ich sprzedaży, lecz na cele własne (np. w celu wynajmu powierzchni w budynkach lub prowadzenia działalności produkcyjnej w tym miejscu) będzie klasyfikowana zgodnie z prowadzoną przez siebie działalnością, np. w nieruchomościach, produkcji itp. </p></body>;;;;;;;1
26961;785;41;ROBOTY BUDOWLANE ZWIĄZANE ZE WZNOSZENIEM BUDYNKÓW;;;;0;C6E09C62-056E-4CFD-AFFF-165DB0F2F432;4E682FC6-C8C0-48D4-8A98-18766C98C637;; ;;;;<body><h2>41</h2><p>Dział ten obejmuje: </p><ul><li>roboty ogólnobudowlane dotyczące wszystkich rodzajów budynków, </li><li>budowę kompletnych budynków mieszkalnych, budynków biurowych, budynków handlowych oraz innych budynków użyteczności publicznej, budynków gospodarstw rolnych itp. </li></ul><p>We wszystkich grupowaniach niniejszego działu zawarte są prace związane ze wznoszeniem, rozbudową, nadbudową, odbudową, przebudową, remontem oraz montażem budynków z elementów prefabrykowanych o charakterze stałym lub tymczasowym. </p></body>;;;;;;;2
26962;786;41.1;Realizacja projektów budowlanych związanych ze wznoszeniem budynków;;;;0;4E682FC6-C8C0-48D4-8A98-18766C98C637;FA8AD43F-60BF-44E0-BF9F-9E354FE78455;; ;;;;;;;;;;;3
26963;787;41.10;Realizacja projektów budowlanych związanych ze wznoszeniem budynków;;;;0;FA8AD43F-60BF-44E0-BF9F-9E354FE78455;C2392656-C3FE-42A5-B48E-33BE6AFCC3E5;; ;;;;;;;;;;;4
26964;788;41.10.Z;Realizacja projektów budowlanych związanych ze wznoszeniem budynków;;;;0;C2392656-C3FE-42A5-B48E-33BE6AFCC3E5;078FDED4-4EBE-4273-88D9-4A66FC9CBEE3;; ;;;;<body><h2>41.10.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>realizację projektów budowlanych obejmujących przedsięwzięcia finansowe, techniczne i rzeczowe w celu przygotowania lub budowy budynków do sprzedaży. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>robót budowlanych związanych ze wznoszeniem budynków, sklasyfikowanych w 41.20.Z, </li><li>działalności w zakresie architektury i inżynierii oraz zarządzania projektami budowlanymi, sklasyfikowanych w odpowiednich podklasach grupy 71.1. </li></ul></body>;;;;;;;5
26965;789;41.2;Roboty budowlane związane ze wznoszeniem budynków mieszkalnych i niemieszkalnych;;;;0;4E682FC6-C8C0-48D4-8A98-18766C98C637;1FEBEE53-B352-403A-AC44-2293F9612E35;; ;;;;<body><h2>41.2</h2><p>Grupa ta obejmuje wznoszenie kompletnych budynków mieszkalnych i niemieszkalnych, na własny rachunek lub na zlecenie. </p><p>Część robót budowlanych, a czasami nawet cała praca może być zlecana podwykonawcom. Wyspecjalizowane roboty budowlane związane ze wznoszeniem budynków mieszkalnych i niemieszkalnych sklasyfikowane są w odpowiednich podklasach działu 43. </p></body>;;;;;;;3
26966;790;41.20;Roboty budowlane związane ze wznoszeniem budynków mieszkalnych i niemieszkalnych;;;;0;1FEBEE53-B352-403A-AC44-2293F9612E35;FF6F7150-9B4B-47B0-8E36-51A0A8EE4F1F;; ;;;;;;;;;;;4
26967;791;41.20.Z;Roboty budowlane związane ze wznoszeniem budynków mieszkalnych i niemieszkalnych;;;;0;FF6F7150-9B4B-47B0-8E36-51A0A8EE4F1F;BBC03EF5-0C77-47BC-BC31-034FC45FF396;; ;;;;"<body><h2>41.20.Z</h2><p>Podklasa ta obejmuje: </p><ul><li>wznoszenie wszelkich typów budynków mieszkalnych: <ul><li>jednorodzinnych, </li><li>wielomieszkaniowych, włączając wieżowce, </li></ul></li><li>wznoszenie wszelkiego typu budynków niemieszkalnych, takich jak:<ul><li>&nbsp;budynki przemysłowe, np. fabryki, warsztaty, montownie itp., </li><li>budynki szpitali, szkół i biurowe, </li><li>hotele, sklepy, centra handlowe, restauracje, </li><li>budynki lotnisk, </li><li>kryte obiekty sportowe, </li><li>garaże parkingowe, włączając podziemne, </li><li>budynki magazynowe, </li><li>budynki przeznaczone do sprawowania kultu religijnego i czynności religijnych, </li></ul></li><li>montaż i wznoszenie budynków z elementów prefabrykowanych w określonym miejscu, </li><li>przebudowę lub remont istniejących budynków mieszkalnych. </li></ul><p>Podklasa ta nie obejmuje: </p><ul><li>wznoszenia obiektów przemysłowych, z wyłączeniem budynków, sklasyfikowanego w 42.99.Z, </li><li>działalności w zakresie architektury i inżynierii oraz zarządzania projektami budowlanymi sklasyfikowanych w odpowiednich podklasach grupy 71.1. </li></ul></body>";;;;;;;5
26968;792;42;ROBOTY ZWIĄZANE Z BUDOWĄ OBIEKTÓW INŻYNIERII LĄDOWEJ I WODNEJ;;;;0;C6E09C62-056E-4CFD-AFFF-165DB0F2F432;B133F175-6D61-4D8D-BB14-353A63C9FAC5;; ;;;;<body><h2>42</h2><p>Dział ten obejmuje roboty związane z budową obiektów inżynierii lądowej i wodnej. We wszystkich grupowaniach niniejszego działu mieszczą się roboty budowlane związane ze wznoszeniem, rozbudową odbudową, przebudową, remontem, montażem budynków z elementów prefabrykowanych o charakterze stałym lub tymczasowym. </p><p>Dział ten obejmuje budowę takich obiektów inżynierii lądowej i wodnej, jak: autostrady, drogi, ulice, mosty, tunele, wiadukty, estakady, drogi szynowe, płyty lotniska, porty oraz obiekty inżynierii wodnej, systemy irygacyjne, systemy kanalizacyjne, sieci wodno-kanalizacyjne, obiekty przemysłowe, rurociągi oraz linie elektroenergetyczne, odkryte obiekty sportowe itp. </p><p>Roboty takie mogą być wykonywane na rachunek własny lub na zlecenie. </p><p>Część robót lub czasami praktycznie cały zakres robót może być zlecony podwykonawcom. </p></body>;;;;;;;2
26969;793;42.1;Roboty związane z budową dróg kołowych i szynowych;;;;0;B133F175-6D61-4D8D-BB14-353A63C9FAC5;9E5F62E4-C735-4C1D-B970-0281908A97D2;; ;;;;;;;;;;;3
26970;794;42.11;Roboty związane z budową dróg i autostrad;;;;0;9E5F62E4-C735-4C1D-B970-0281908A97D2;6C0ACF20-FA8A-4765-AD95-E76F63D817B9;; ;;;;;;;;;;;4
